F.W.BELL,MODEL 9550,V1.1;
7700,0.5291,0.00017029386365926416
7800,0.5286,0.0001549193338482968
7900,0.5265000000000001,0.0001581138830084191
8000,0.5256000000000001,0.0001549193338482968
8100,0.5247,0.0001449137674618945
8200,0.5238,0.00012649110640673526
8300,0.5222,0.00012649110640673526
8400,0.522,0.0
8500,0.5205,0.0001581138830084191
8600,0.5193000000000001,0.00020248456731316604
8700,0.518,0.0
8800,0.5167,0.0001449137674618945
8900,0.5156000000000001,0.0001549193338482968
9000,0.5142999999999999,0.0001449137674618945
9100,0.5123,0.0001449137674618945
9200,0.5117,0.0001449137674618945
9300,0.5105999999999999,0.0001549193338482968
9400,0.5096999999999999,0.0001449137674618945
9500,0.5081,9.486832980505147e-05
9600,0.5065999999999999,0.0001549193338482968
9700,0.5057,0.0001449137674618945
9800,0.505,0.0
9900,0.5033,0.00020248456731316604
10000,0.5022,0.00023664319132398482
10100,0.5011,9.486832980505147e-05
10200,0.5008000000000001,0.00012649110640673526
10300,0.4981999999999999,0.00012649110640673526
10400,0.49750000000000005,0.0001581138830084191
10500,0.4967,0.0001449137674618945
10600,0.4955,0.0001581138830084191
10700,0.4939,0.00017029386365926416
10800,0.4927,0.00020248456731316604
10900,0.4901,0.0005558776843874923
11000,0.4898999999999999,0.0002626785107312742
11100,0.488,0.00020000000000000017
11200,0.4876999999999999,0.0001449137674618945
11300,0.48629999999999995,0.00031780497164141434
11400,0.48519999999999996,0.00012649110640673526
11500,0.48279999999999995,0.00012649110640673526
11600,0.4821,0.00017029386365926416
11700,0.4807,0.00020248456731316604
11800,0.4795999999999999,0.0001549193338482968
11900,0.4776999999999999,0.0001449137674618945
12000,0.4769,0.00017029386365926416
12100,0.475,0.00014142135623730962
12200,0.47429999999999994,0.0001449137674618945
12300,0.47169999999999995,0.000347850542618522
12400,0.4718,0.00023664319132398482
12500,0.4704,0.00020976176963403048
12600,0.46939999999999993,0.0001549193338482968
12700,0.46770000000000006,0.0002469817807045637
12800,0.4667,0.0002469817807045696
12900,0.4649,9.486832980505147e-05
13000,0.46340000000000015,0.00015491933384829682
13100,0.4617,0.00020248456731316604
13200,0.4609,0.00017029386365926416
13300,0.4587,0.00020248456731316604
13400,0.4582,0.00012649110640673526
13500,0.4556000000000001,0.00015491933384829682
13600,0.4556000000000001,0.00015491933384829682
13700,0.4548,0.00012649110640673526
13800,0.4534999999999999,0.0001581138830084191
13900,0.45120000000000005,0.0001897366596101029
14000,0.4502,0.0001897366596101029
14100,0.4492,0.00023664319132398482
14200,0.44820000000000004,0.0001897366596101029
14300,0.44559999999999994,0.00020976176963403048
14400,0.4457,0.0001449137674618945
14500,0.44420000000000004,0.00012649110640673526
14600,0.4426,0.0001549193338482968
14700,0.4406,0.0001549193338482968
14800,0.4401,9.486832980505147e-05
14900,0.43929999999999997,0.0001449137674618945
15000,0.43810000000000004,0.00017029386365926416
15100,0.4359,9.486832980505145e-05
15200,0.43570000000000003,0.0001449137674618945
15300,0.4346,0.0001549193338482968
15400,0.4335,0.0001581138830084191
15500,0.4311,0.00017029386365926416
15600,0.43149999999999994,0.0001581138830084191
15700,0.4305,0.0001581138830084191
15800,0.4297000000000001,0.0001449137674618945
15900,0.42679999999999996,0.00012649110640673526

