F.W.BELL,MODEL 9550,V1.1;
5600,2.3196,0.00015491933384827959
5700,2.3192,0.00012649110640672122
5800,2.3192999999999997,0.0001449137674618784
5900,2.3192999999999997,0.00020248456731314355
6000,2.3189,0.00022135943621176215
6100,2.3196000000000003,0.00020976176963403683
6200,2.3192999999999997,0.00020248456731314355
6300,2.3198,0.00012649110640672122
6400,2.3195,0.0002121320343559723
6500,2.3190999999999997,9.486832980504093e-05
6600,2.3195,0.00015811388300840154
6700,2.3194000000000004,0.00020976176963400717
6800,2.3190999999999997,9.486832980504093e-05
6900,2.319,0.00019999999999997795
7000,2.319,0.00019999999999997795
7100,2.3186999999999998,0.00014491376746187843
7200,2.3187,0.00020248456731314355
7300,2.319,0.0003162277660168031
7400,2.3185,0.00015811388300840154
7500,2.3183,0.0001449137674618784
7600,2.3181,0.00026267851073124497
7700,2.3176,0.0002529822128134705
7800,2.3171000000000004,0.00017029386365927392
7900,2.3172000000000006,0.0002756809750418321
8000,2.3164000000000002,0.00025298221281350565
8100,2.3161,0.00026267851073130585
8200,2.3153999999999995,0.0001549193338482796
8300,2.3148000000000004,0.00012649110640672122
8400,2.3148000000000004,0.00012649110640672122
8500,2.3142000000000005,0.00012649110640672122
8600,2.3132,0.00018973665961010994
8700,2.3127,0.00020248456731320497
8800,2.3125,0.00015811388300847177
8900,2.3118,0.00018973665961010994
9000,2.3109,0.00017029386365924527
9100,2.31,0.0003464101615137886
9200,2.3099,9.486832980504093e-05
9300,2.3085999999999998,0.0002097617696340707
9400,2.3083,0.0002469817807046051
9500,2.3072,0.0001897366596100818
9600,2.3068,0.00012649110640672122
9700,2.3051000000000004,0.00029832867780355855
9800,2.3052,0.00023664319132400363
9900,2.3038,0.00012649110640672122
10000,2.3034999999999997,0.00021213203435594088
10100,2.3015999999999996,0.0001549193338482796
10200,2.3011,0.00022135943621180628
10300,2.2998000000000003,0.00012649110640672122
10400,2.2996000000000003,0.0001549193338482796
10500,2.2974000000000006,0.0001549193338482796
10600,2.297300000000001,0.0001449137674618784
10700,2.2963999999999998,0.0002529822128135057
10800,2.295,0.00019999999999997795
10900,2.2936,0.00015491933384827959
11000,2.2929000000000004,0.00026267851073130585
11100,2.2912,0.0001897366596100818
11200,2.2908,0.0001897366596100818
11300,2.2889000000000004,0.00017029386365929219
11400,2.2885000000000004,0.00015811388300847177
11500,2.2863999999999995,0.0001549193338482796
11600,2.2862,0.00012649110640672122
11700,2.2843,0.00024698178070459793
11800,2.2826999999999997,0.00020248456731314355
11900,2.2815000000000003,0.00021213203435594086
12000,2.2809,0.00022135943621181634
12100,2.2793,0.0001449137674618784
12200,2.2779999999999996,1.4043333874306804e-16
12300,2.2765,0.00021213203435600369
12400,2.2756,0.00015491933384827959
12500,2.2744999999999997,0.00015811388300840154
12600,2.2729,0.00026267851073130585
12700,2.2706999999999997,0.00024698178070454215
12800,2.2702,0.00012649110640672122
12900,2.2686,0.00015491933384834838
13000,2.2678999999999996,0.00022135943621180628
13100,2.2653,0.0001449137674618784
13200,2.2641999999999998,0.00018973665961013802
13300,2.2626999999999997,0.00014491376746187843
13400,2.2604999999999995,0.00015811388300847172
13500,2.259099999999999,0.00026267851073124497
13600,2.2582,0.00023664319132395858
13700,2.2563000000000004,0.00014491376746194278
13800,2.255,0.00024494897427829084
13900,2.2520999999999995,9.486832980508306e-05
14000,2.2518,0.00012649110640672122
14100,2.2504999999999997,0.00021213203435594088
14200,2.2489,9.486832980504093e-05
14300,2.2459999999999996,1.4043333874306804e-16
14400,2.2457000000000003,0.00024698178070454215
14500,2.2434,0.00015491933384834838
14600,2.2423999999999995,0.0001549193338482796
14700,2.2397,0.00024698178070459793
14800,2.2392000000000003,0.0001264911064067774
14900,2.2377,0.00014491376746187843
15000,2.2349,0.00017029386365927392
15100,2.2332,0.0001897366596100818
15200,2.2325000000000004,0.00015811388300840154
15300,2.2310000000000003,1.4043333874306804e-16
15400,2.2295000000000003,0.00015811388300840154
15500,2.2262999999999997,0.0001449137674618784
15600,2.2268999999999997,9.486832980504093e-05
15700,2.224,0.0
15800,2.2226,0.00020976176963403683
15900,2.2192,0.00012649110640677738

