F.W.BELL,MODEL 9550,V1.1;
, average for 10 data points
V = 8.004, A = 2.271
deltaX = 100 steps.
Starting position: tip of probe is 3 cm below resting surface of magnetic coil.
0,2.2426,0.00020976176963403683
100,2.2433,0.00014491376746194278
200,2.2437,0.00020248456731320497
300,2.2439000000000004,0.00017029386365929219
400,2.2443000000000004,0.0001449137674618784
500,2.2446000000000006,0.0001549193338482796
600,2.2455,0.00015811388300840154
700,2.2459999999999996,1.4043333874306804e-16
800,2.2463,0.00024698178070454215
900,2.2462,0.00012649110640672122
1000,2.2465,0.00015811388300840154
1100,2.2458,0.0001897366596100818
1200,2.2472000000000003,0.00018973665961013802
1300,2.2482999999999995,0.0001449137674618784
1400,2.2475,0.00015811388300847177
1500,2.2479,0.00022135943621181634
1600,2.2485999999999997,0.0001549193338482796
1700,2.2494,0.0001549193338482796
1800,2.2494000000000005,0.0002898275349237568
1900,2.2504,0.0001549193338482796
2000,2.2498,0.0001897366596100818
2100,2.2507,0.00014491376746187843
2200,2.2506,0.00015491933384827959
2300,2.2512999999999996,0.0001449137674618784
2400,2.2514999999999996,0.00015811388300840154
2500,2.2518,0.00012649110640672122
2600,2.2525399999999998,0.00014979986648863957
2700,2.2527999999999997,0.00012649110640677738
2800,2.2524,0.00015491933384834838
2900,2.2533000000000003,0.0001449137674618784
3000,2.2536,0.00015491933384827959
3100,2.2534,0.0001549193338482796
3200,2.2532000000000005,0.00012649110640672122
3300,2.2537999999999996,0.00023664319132395858
3400,2.2541,9.486832980504093e-05
3500,2.2540000000000004,1.4043333874306804e-16
3600,2.2548,0.00012649110640672122
3700,2.2542999999999997,0.0001449137674618784
3800,2.2552999999999996,0.0001449137674618784
3900,2.2548,0.0001897366596100818
4000,2.2552,0.0001897366596100818
4100,2.2549,9.486832980504093e-05
4200,2.255,0.0
4300,2.2549,9.486832980504093e-05
4400,2.255,0.00028284271247458785
4500,2.2550999999999997,9.486832980504093e-05
4600,2.2549,9.486832980504093e-05
4700,2.2548,0.00012649110640672122
4800,2.2548,0.00012649110640672122
4900,2.2549,9.486832980504093e-05
5000,2.2542999999999997,0.0001449137674618784
5100,2.2546,0.00015491933384827959
5200,2.2542999999999997,0.0001449137674618784
5300,2.2547,0.00024698178070454215
5400,2.2540999999999998,0.00017029386365924527
5500,2.2538000000000005,0.00012649110640672122
5600,2.254,0.00024494897427829084
5700,2.2539000000000002,9.486832980504093e-05
5800,2.2529,0.00017029386365929219
5900,2.253,0.00020000000000002237
6000,2.2526,0.00015491933384834838
6100,2.2523,0.00020248456731320497
6200,2.2514999999999996,0.00015811388300840154
6300,2.2524,0.0002097617696340707
6400,2.2512,0.00027568097504177404
6500,2.2512,0.00012649110640672122
6600,2.2506,0.00015491933384827959
6700,2.2508000000000004,0.00012649110640672122
6800,2.2497000000000003,0.00020248456731314355
6900,2.2498,0.00012649110640672122
7000,2.2489,0.00017029386365924527
7100,2.2483999999999997,0.0001549193338482796
7200,2.2481999999999998,0.00018973665961010994
7300,2.2476000000000003,0.00015491933384834838
7400,2.2467,0.00020248456731317206
7500,2.2459999999999996,1.4043333874306804e-16
7600,2.2451,0.00017029386365924527
7700,2.2455,0.00025495097567961115
7800,2.2446000000000006,0.0001549193338482796
7900,2.2435,0.00015811388300847177
8000,2.2422999999999993,0.0001449137674618784
8100,2.242,0.0
8200,2.2415000000000003,0.00015811388300840154
8300,2.2404,0.0001549193338482796
8400,2.2395000000000005,0.00015811388300847177
8500,2.2396000000000003,0.00015491933384834838
8600,2.238,0.0
8700,2.2375999999999996,0.0001549193338482796
8800,2.2364000000000006,0.0001549193338482796
8900,2.2362,0.00018973665961010994
9000,2.2352,0.00018973665961013802
9100,2.2342,0.00012649110640672122
9200,2.2326,0.00015491933384827959
9300,2.2319000000000004,0.00022135943621181634
9400,2.2312,0.00018973665961013802
9500,2.2306000000000004,0.0001549193338482796
9600,2.2288,0.00012649110640672122
9700,2.2283,0.0001449137674618784
9800,2.2259,0.00026267851073124497
9900,2.2258,0.00012649110640672122
10000,2.2244,0.0001549193338482796
10100,2.224,0.0
10200,2.2216,0.0002097617696340072
10300,2.2209000000000003,0.00017029386365924527
10400,2.2195,0.00015811388300847177
10500,2.2185,0.00015811388300840154
10600,2.2169999999999996,1.4043333874306804e-16
10700,2.2156,0.0002097617696340707
10800,2.2140999999999997,0.00017029386365924527
10900,2.2135999999999996,0.0001549193338482796
11000,2.2118,0.00012649110640677738
11100,2.211,0.00020000000000002237
11200,2.2095000000000002,0.00015811388300840154
11300,2.2082,0.00012649110640672122
11400,2.2063,0.0001449137674618784
11500,2.2053,0.0001449137674618784
11600,2.2036000000000002,0.00015491933384834838
11700,2.2025999999999994,0.0001549193338482796
11800,2.2005000000000003,0.00015811388300840154
11900,2.1995999999999998,0.00015491933384834838
12000,2.1974,0.0001549193338482796
12100,2.1963999999999997,0.00020976176963403683
12200,2.1942999999999997,0.0001449137674618784
12300,2.1933999999999996,0.0001549193338482796
12400,2.1912,0.00012649110640677738
12500,2.1908,0.00012649110640672122
12600,2.1882,0.00012649110640672122
12700,2.1869,9.486832980504093e-05
12800,2.1849,0.0002213594362117622
12900,2.1842999999999995,0.0001449137674618784
13000,2.1815999999999995,0.0001549193338482796
13100,2.1803000000000003,0.0001449137674618784
13200,2.1780999999999997,0.00017029386365924527
13300,2.1778,0.0001897366596100818
13400,2.175,0.00014142135623732534
13500,2.1731,0.00026267851073124497
13600,2.1712,0.00012649110640677738
13700,2.1702999999999997,0.0001449137674618784
13800,2.1673,0.00014491376746194278
13900,2.1671,0.00022135943621181634
14000,2.1638000000000006,0.00012649110640677738
14100,2.1635000000000004,0.00015811388300847177
14200,2.1607000000000003,0.00014491376746187843
14300,2.1586999999999996,0.00014491376746187843
14400,2.1572000000000005,0.00018973665961008186
14500,2.1559999999999997,0.00014142135623732534
14600,2.1528,0.00023664319132395858
14700,2.1525,0.00015811388300840154
14800,2.1498,0.00023664319132395858
14900,2.1494999999999997,0.00015811388300840154
15000,2.146,0.0
15100,2.1451000000000002,0.00017029386365924527
15200,2.143,0.00020000000000002237
15300,2.1421,9.486832980504093e-05
15400,2.1390000000000002,0.00020000000000002237
15500,2.1381,0.00017029386365924527
15600,2.1359000000000004,0.00029832867780354815
15700,2.1351999999999998,0.00012649110640677738
15800,2.1314,0.00015491933384834838
15900,2.1317,0.00014491376746194278

