0.003,0.0,0.9750000000000001
0.198,0.048,0.9555555555555555
0.398,0.097,1.0625
0.598,0.147,0.9777777777777779
0.798,0.197,0.9444444444444444
0.998,0.247,1.1375
1.198,0.297,1.2111111111111112
1.398,0.347,1.4375000000000002
1.598,0.397,1.3333333333333335
1.798,0.447,1.3125
1.998,0.496,1.1111111111111112
2.198,0.546,1.1625
2.399,0.596,1.4555555555555557
2.599,0.646,1.5333333333333334
2.798,0.696,1.3625
2.999,0.746,1.2999999999999998
3.198,0.796,1.3375
3.398,0.846,1.3444444444444446
3.599,0.896,1.6750000000000003
3.797,0.945,1.7444444444444445
3.999,0.996,1.5875000000000001
4.199,1.045,1.677777777777778
4.398,1.095,1.5500000000000003
4.599,1.145,1.6777777777777778
4.799,1.195,1.7555555555555558
4.998,1.245,1.875
5.198,1.294,1.822222222222222
5.398,1.344,1.7625000000000004
5.598,1.394,1.9000000000000001
5.798,1.443,2.1
5.998,1.493,1.8333333333333333
6.198,1.542,2.2
6.398,1.592,2.244444444444445
6.598,1.641,2.225
6.798,1.691,2.3666666666666667
6.998,1.74,2.188888888888889
7.198,1.789,2.2375000000000007
7.398,1.838,2.288888888888889
7.598,1.887,2.1875
7.798,1.936,2.255555555555556

