0.003,0.0,0.7444444444444444
0.198,0.054,0.6407407407407407
0.399,0.11,0.8888888888888888
0.598,0.166,0.7592592592592593
0.798,0.222,0.688888888888889
0.998,0.278,0.7851851851851852
1.198,0.333,0.7481481481481482
1.399,0.389,0.948148148148148
1.598,0.445,0.8555555555555553
1.798,0.501,1.0407407407407407
1.998,0.557,1.0333333333333332
2.198,0.612,1.1407407407407406
2.398,0.668,1.3111111111111104
2.598,0.724,1.4074074074074074
2.798,0.78,1.4111111111111112
2.998,0.836,1.4259259259259263
3.197,0.891,1.6037037037037036
3.397,0.947,1.7740740740740737
3.597,1.002,1.4555555555555555
3.797,1.058,1.633333333333334
3.998,1.113,1.7000000000000002
4.198,1.169,1.811111111111111
4.397,1.224,1.8074074074074076
4.598,1.279,1.937037037037037
4.798,1.335,1.9740740740740739
4.998,1.39,1.9740740740740736
5.198,1.445,2.0333333333333337
5.398,1.5,2.144444444444444
5.598,1.555,2.174074074074074
5.798,1.61,2.4814814814814814
5.998,1.665,2.3703703703703702
6.198,1.719,2.4777777777777774
6.398,1.774,2.466666666666666
6.598,1.828,2.52962962962963
6.798,1.883,2.244444444444444
6.998,1.937,2.407407407407408
7.198,1.991,2.403703703703704
7.398,2.045,2.359259259259259
7.598,2.099,2.5777777777777775
7.798,2.153,2.681481481481481

0.003,0.0,1.096296296296296
0.2,0.054,1.0037037037037038
0.401,0.11,1.1703703703703705
0.6,0.166,1.2777777777777775
0.8,0.222,1.2925925925925927
1.0,0.277,1.2703703703703704
1.2,0.333,1.225925925925926
1.401,0.389,1.2518518518518515
1.6,0.445,1.362962962962963
1.8,0.5,1.4370370370370371
2.0,0.556,1.2962962962962963
2.2,0.612,1.3555555555555556
2.4,0.668,1.3888888888888886
2.601,0.723,1.403703703703704
2.8,0.779,1.4111111111111112
3.0,0.835,1.5333333333333332
3.2,0.89,1.3333333333333333
3.4,0.946,1.5074074074074075
3.6,1.002,1.4851851851851847
3.799,1.057,1.3888888888888888
4.0,1.113,1.6000000000000003
4.2,1.168,1.588888888888889
4.4,1.224,1.7000000000000004
4.6,1.279,1.7074074074074075
4.8,1.334,1.581481481481482
5.0,1.39,1.740740740740741
5.199,1.445,1.7259259259259254
5.4,1.5,1.6925925925925926
5.6,1.555,1.6296296296296293
5.799,1.61,1.8111111111111111
6.0,1.665,2.0555555555555554
6.2,1.72,2.3037037037037034
6.399,1.774,2.2259259259259263
6.6,1.829,2.4555555555555553
6.8,1.884,2.2851851851851843
7.0,1.938,2.2333333333333334
7.2,1.992,2.374074074074074
7.4,2.046,2.640740740740741
7.599,2.1,2.503703703703704
7.799,2.154,2.511111111111111

