0.003,0.0,0.7000000000000001
0.198,0.049,0.8555555555555555
0.399,0.101,0.8555555555555555
0.598,0.153,1.0750000000000002
0.798,0.205,1.0222222222222224
0.998,0.257,0.8750000000000001
1.198,0.308,0.9555555555555555
1.398,0.36,0.9250000000000002
1.598,0.412,1.0
1.798,0.464,1.05
1.998,0.515,1.2222222222222223
2.198,0.567,1.2
2.398,0.619,0.8777777777777778
2.598,0.671,1.0125000000000002
2.798,0.722,1.0666666666666669
2.998,0.774,1.0333333333333334
3.197,0.825,1.1875
3.397,0.877,1.0444444444444445
3.598,0.929,1.1750000000000003
3.797,0.98,1.3555555555555554
3.998,1.032,1.2750000000000001
4.198,1.084,1.2000000000000002
4.397,1.135,1.25
4.597,1.187,1.3888888888888888
4.797,1.238,1.425
4.997,1.29,1.5555555555555556
5.197,1.341,1.4444444444444446
5.397,1.392,1.4875000000000003
5.597,1.444,1.5999999999999999
5.797,1.495,1.5625
5.997,1.546,1.511111111111111
6.197,1.597,1.5875
6.396,1.648,1.7333333333333334
6.596,1.699,1.8625000000000003
6.797,1.751,1.8222222222222224
6.996,1.801,2.1
7.197,1.852,2.0444444444444447
7.396,1.903,2.188888888888889
7.596,1.954,2.1125000000000003
7.777,1.999,2.3222222222222224

