0.003,0.0,0.48888888888888893
0.198,0.05,0.6111111111111112
0.399,0.103,0.7000000000000001
0.598,0.155,0.6875
0.799,0.208,0.6111111111111112
0.999,0.26,0.8125
1.199,0.313,0.8222222222222223
1.399,0.365,0.8222222222222223
1.599,0.418,0.6500000000000001
1.799,0.47,0.8888888888888888
1.999,0.523,0.6000000000000001
2.198,0.575,0.8555555555555556
2.399,0.628,0.9875
2.599,0.68,0.7777777777777779
2.799,0.733,0.9375000000000002
2.999,0.785,0.9888888888888887
3.198,0.838,1.0625
3.398,0.89,1.1333333333333333
3.599,0.943,1.1111111111111112
3.798,0.995,1.55
3.999,1.047,1.4555555555555557
4.199,1.1,1.2875
4.399,1.152,1.6222222222222222
4.599,1.204,1.5875000000000004
4.799,1.256,1.7000000000000002
4.998,1.309,1.7375
5.198,1.361,1.5111111111111113
5.398,1.413,1.8444444444444446
5.598,1.465,1.9625000000000004
5.798,1.517,1.9555555555555557
5.998,1.569,2.0875
6.198,1.621,1.9000000000000001
6.398,1.673,2.2
6.598,1.725,2.2111111111111112
6.798,1.777,2.25
6.998,1.828,2.244444444444445
7.198,1.88,2.0125
7.398,1.932,2.1555555555555554
7.598,1.983,2.2
7.663,1.999,2.3500000000000005

