F.W.BELL,MODEL 9550,V1.1;
, average for 10 data points
V = 8.733, A = 2.299
deltaX = 100 steps.
Starting position: tip of probe is 1.8 inches below resting surface of magnetic coil.
0,2.1593,0.00014491376746194278
100,2.1603000000000003,0.00020248456731317206
200,2.1612,0.00012649110640672122
300,2.1631,0.00017029386365929219
400,2.1643,0.00020248456731317206
500,2.1653,0.0001449137674618784
600,2.1668999999999996,0.00017029386365927392
700,2.1673999999999998,0.00020976176963406648
800,2.1689,0.00017029386365924527
900,2.1702,0.00030983866769658503
1000,2.1713,0.00020248456731320497
1100,2.1715000000000004,0.00029154759474229384
1200,2.1738,0.00027568097504177404
1300,2.1742,0.0001897366596100818
1400,2.1758,0.00012649110640677738
1500,2.1762,0.00027568097504183204
1600,2.1769000000000003,0.00017029386365924527
1700,2.1771000000000003,9.486832980504093e-05
1800,2.1790999999999996,0.00017029386365929219
1900,2.1792,0.00012649110640677738
2000,2.1809,0.00026267851073124497
2100,2.1812999999999994,0.0001449137674618784
2200,2.1831000000000005,0.00026267851073130585
2300,2.1834000000000002,0.0002097617696340707
2400,2.1839999999999997,0.00020000000000002237
2500,2.1849999999999996,1.4043333874306804e-16
2600,2.1856999999999998,0.00014491376746187843
2700,2.1864,0.0001549193338482796
2800,2.1867,0.00014491376746187843
2900,2.1883000000000004,0.0001449137674618784
3000,2.1888,0.00012649110640672122
3100,2.1891000000000007,0.00022135943621176215
3200,2.1897999999999995,0.00027568097504177404
3300,2.1906,0.00025298221281346706
3400,2.191,0.00014142135623732534
3500,2.1913,0.0002469817807046051
3600,2.1927,0.00020248456731314355
3700,2.1931,0.00022135943621176213
3800,2.1936,0.00015491933384827959
3900,2.1946,0.00020976176963400717
4000,2.1948,0.00018973665961010994
4100,2.1953000000000005,0.00020248456731320497
4200,2.1957,0.00020248456731320497
4300,2.196,0.00014142135623732534
4400,2.1969000000000003,0.00026267851073124497
4500,2.1967,0.00014491376746187843
4600,2.1974,0.0001549193338482796
4700,2.1972,0.00023664319132395858
4800,2.1977,0.0005839520528262462
4900,2.1979999999999995,0.00024494897427829084
5000,2.1983,0.0002846049894151493
5100,2.1976,0.00015491933384827959
5200,2.1986,0.00015491933384827959
5300,2.1988,0.00023664319132400357
5400,2.1989999999999994,1.4043333874306804e-16
5500,2.1986999999999997,0.0003178049716414335
5600,2.1992,0.00018973665961013802
5700,2.1986999999999997,0.00014491376746187843
5800,2.1993,0.00024698178070459793
5900,2.1994,0.00015491933384834838
6000,2.2001,0.0002626785107312805
6100,2.2,0.00020000000000002237
6200,2.1997,0.00014491376746194278
6300,2.1993,0.00014491376746194278
6400,2.1992,0.00012649110640677738
6500,2.2004,0.0002529822128134916
6600,2.1988,0.00023664319132400357
6700,2.1991,0.00017029386365929219
6800,2.19916,0.00017618172436439597
6900,2.1987999999999994,0.00018973665961010997
7000,2.1995999999999998,0.00015491933384834838
7100,2.1982999999999997,0.0001449137674618784
