F.W.BELL,MODEL 9550,V1.1;
0,2.2697
500,2.2697000000000003
1000,2.2683
1500,2.2656
2000,2.2616
2500,2.2584999999999997
3000,2.2537
3500,2.2491000000000003
4000,2.2435
4500,2.2375
5000,2.2302
5500,2.2241
6000,2.2158
6500,2.2083
7000,2.1991
7500,2.1894
8000,2.1788999999999996
8500,2.1689
9000,2.1576
9500,2.1457
10000,2.134
10500,2.1218
11000,2.1078
11500,2.0949
12000,2.081
12500,2.0681000000000003
13000,2.0526
13500,2.0387
14000,2.0237
14500,2.0103
15000,1.9938999999999996
15500,1.9804000000000002

