F.W.BELL,MODEL 9550,V1.1;
0,2.2639
500,2.2632
1000,2.2618
1500,2.2588999999999997
2000,2.2558999999999996
2500,2.2521999999999998
3000,2.2485
3500,2.2426000000000004
4000,2.2379
4500,2.2323999999999997
5000,2.2261999999999995
5500,2.2184
6000,2.2112
6500,2.2024999999999997
7000,2.1938000000000004
7500,2.1847000000000003
8000,2.175
8500,2.1644
9000,2.1532999999999998
9500,2.1412
10000,2.1297
10500,2.1163
11000,2.1037000000000003
11500,2.0904000000000003
12000,2.0773999999999995
12500,2.0633
13000,2.0491
13500,2.0343
14000,2.0217
14500,2.0061
15000,1.9918
15500,1.9770000000000003

