F.W.BELL,MODEL 9550,V1.1;
, average for 10 data points
V = 8.004, A = 2.236
deltaX = 100 steps.
Starting position: tip of probe is 3 cm below resting surface of magnetic coil.
0,2.2058,0.00012649110640672122
100,2.2062,0.00012649110640672122
200,2.2064,0.00020976176963400717
300,2.2070999999999996,0.00022135943621181634
400,2.2076000000000002,0.00015491933384834838
500,2.2074000000000003,0.00025298221281350213
600,2.2077999999999998,0.00012649110640677738
700,2.2079999999999997,1.4043333874306804e-16
800,2.2081,0.00017029386365927392
900,2.2084,0.0001549193338482796
1000,2.2089000000000003,0.00017029386365924527
1100,2.2091000000000003,0.00017029386365924527
1200,2.2098,0.0003098386676965592
1300,2.2100999999999997,0.00022135943621176213
1400,2.2106,0.00025298221281346706
1500,2.2109999999999994,1.4043333874306804e-16
1600,2.2110999999999996,0.00026267851073130585
1700,2.2113,0.0002469817807046051
1800,2.2113,0.0002469817807046051
1900,2.2121000000000004,0.00017029386365927392
2000,2.2122,0.00012649110640672122
2100,2.213,0.00019999999999997795
2200,2.213,0.00014142135623729392
2300,2.2131,0.00022135943621176213
2400,2.2135,0.00021213203435594088
2500,2.2142,0.0001897366596100818
2600,2.2140999999999997,0.00017029386365924527
2700,2.2143,0.0001449137674618784
2800,2.2147,0.00020248456731317206
2900,2.2146,0.00015491933384827959
3000,2.2147,0.00020248456731317206
3100,2.2151000000000005,0.00017029386365929219
3200,2.2152000000000003,0.0001264911064067774
3300,2.2153,0.00014491376746194278
3400,2.2155,0.00015811388300847177
3500,2.2158,0.00012649110640677738
3600,2.216,0.0
3700,2.2158,0.00018973665961013802
3800,2.2159000000000004,9.486832980508306e-05
3900,2.2161999999999997,0.00012649110640672122
4000,2.2157999999999998,0.0002366431913240186
4100,2.2161,0.00022135943621180628
4200,2.216,0.00014142135623732534
4300,2.2157000000000004,0.00014491376746194278
4400,2.216,0.00014142135623732534
4500,2.2165,0.00015811388300840154
4600,2.2157000000000004,0.00014491376746194278
4700,2.2155,0.00015811388300847177
4800,2.216,0.00014142135623732534
4900,2.2152000000000003,0.0001264911064067774
5000,2.2158,0.00012649110640677738
5100,2.2148,0.00012649110640672122
5200,2.2151,9.486832980508306e-05
5300,2.2151000000000005,0.00022135943621181634
5400,2.2146,0.00015491933384827959
5500,2.2152000000000003,0.0002756809750418288
