1.997,0.55,0.3185185185185184
2.197,0.605,0.4888888888888889
2.397,0.661,0.4703703703703703
2.597,0.716,0.574074074074074
2.797,0.772,0.7407407407407409
2.997,0.827,0.8703703703703707
3.197,0.882,0.8814814814814814
3.397,0.937,1.0999999999999999
3.597,0.993,1.062962962962963
3.797,1.048,1.3407407407407408
3.997,1.103,1.4037037037037035
4.197,1.159,1.4111111111111112
4.397,1.214,1.4000000000000001
4.597,1.269,1.3259259259259257
4.797,1.324,1.2444444444444445
4.997,1.379,1.47037037037037
5.197,1.433,1.6555555555555557
5.397,1.488,1.6851851851851851
5.597,1.543,1.6888888888888889
5.797,1.598,1.6851851851851851
5.997,1.652,1.6370370370370368
6.196,1.707,1.6407407407407404
6.396,1.761,1.822222222222222
6.596,1.815,1.8666666666666663
6.796,1.869,1.8814814814814815
6.996,1.923,1.8333333333333333
7.196,1.977,2.159259259259259
7.396,2.031,2.174074074074074
7.596,2.084,2.325925925925926
7.796,2.138,2.3777777777777778

